"","mouse1","mouse2","pair","OI","sex1","sex2","type","window"
"298","112","123","112.123",0.00304187889077533,"F","F","FF",5400
"299","112","124","112.124",0.00332484436898698,"F","F","FF",5400
"300","112","125","112.125",0.00247594793435201,"F","M","MF",5400
"301","112","126","112.126",0.00233446519524618,"F","M","MF",5400
"302","112","127","112.127",0.00261743067345784,"F","F","FF",5400
"303","112","129","112.129",0.00240520656479909,"F","M","MF",5400
"304","112","92","112.92",0.00254668930390492,"F","M","MF",5400
"305","112","93","112.93",0.00332484436898698,"F","M","MF",5400
"306","112","94","112.94",0.00191001697792869,"F","F","FF",5400
"307","112","95","112.95",0.00169779286926995,"F","F","FF",5400
"308","112","96","112.96",0.00183927560837578,"F","F","FF",5400
"309","112","97","112.97",0.00219298245614035,"F","F","FF",5400
"310","112","uk2","112.uk2",0.00198075834748161,"F","U",NA,5400
"311","113","103","113.103",0.00222250444500889,"M","F","MF",5400
"312","113","104","113.104",0.00298450596901194,"M","M","MM",5400
"313","113","105","113.105",0.00196850393700787,"M","F","MF",5400
"314","113","106","113.106",0.00260350520701041,"M","M","MM",5400
"315","113","107","113.107",0.00355600711201422,"M","F","MF",5400
"316","113","108","113.108",0.00190500381000762,"M","M","MM",5400
"317","113","109","113.109",0.00203200406400813,"M","M","MM",5400
"318","113","110","113.110",0.00215900431800864,"M","M","MM",5400
"319","113","111","113.111",0.00260350520701041,"M","M","MM",5400
"320","113","112","113.112",0.00209550419100838,"M","F","MF",5400
"321","113","114","113.114",0.00222250444500889,"M","M","MM",5400
"322","113","115","113.115",0.0031750063500127,"M","F","MF",5400
"323","113","116","113.116",0.00292100584201168,"M","M","MM",5400
"324","113","118","113.118",0.00254000508001016,"M","M","MM",5400
"325","113","119","113.119",0.00209550419100838,"M","M","MM",5400
"326","113","120","113.120",0.00228600457200914,"M","M","MM",5400
"327","113","121","113.121",0.00190500381000762,"M","M","MM",5400
"328","113","122","113.122",0.00247650495300991,"M","F","MF",5400
"329","113","123","113.123",0.00285750571501143,"M","F","MF",5400
"330","113","124","113.124",0.00285750571501143,"M","F","MF",5400
"331","113","125","113.125",0.00355600711201422,"M","M","MM",5400
"332","113","126","113.126",0.00266700533401067,"M","M","MM",5400
"333","113","127","113.127",0.00228600457200914,"M","F","MF",5400
"334","113","129","113.129",0.00260350520701041,"M","M","MM",5400
"335","113","92","113.92",0.00196850393700787,"M","M","MM",5400
"336","113","93","113.93",0.00222250444500889,"M","M","MM",5400
"337","113","94","113.94",0.00260350520701041,"M","F","MF",5400
"338","113","95","113.95",0.00381000762001524,"M","F","MF",5400
"339","113","96","113.96",0.00222250444500889,"M","F","MF",5400
"340","113","97","113.97",0.00228600457200914,"M","F","MF",5400
"341","113","uk2","113.uk2",0.00260350520701041,"M","U",NA,5400
"342","114","103","114.103",0.00193119233245118,"M","F","MF",5400
"343","114","104","114.104",0.00293255131964809,"M","M","MM",5400
"344","114","105","114.105",0.00257492310993491,"M","F","MF",5400
"345","114","106","114.106",0.00221729490022173,"M","M","MM",5400
"346","114","107","114.107",0.00228882054216437,"M","F","MF",5400
"347","114","108","114.108",0.002360346184107,"M","M","MM",5400
"348","114","109","114.109",0.00178814104856591,"M","M","MM",5400
"349","114","110","114.110",0.001573564122738,"M","M","MM",5400
"350","114","111","114.111",0.00228882054216437,"M","M","MM",5400
"351","114","112","114.112",0.00193119233245118,"M","F","MF",5400
"352","114","113","114.113",0.002360346184107,"M","M","MM",5400
"353","114","115","114.115",0.00228882054216437,"M","F","MF",5400
"354","114","116","114.116",0.00250339746799228,"M","M","MM",5400
"355","114","118","114.118",0.00264644875187755,"M","M","MM",5400
"356","114","119","114.119",0.00228882054216437,"M","M","MM",5400
"357","114","120","114.120",0.00293255131964809,"M","M","MM",5400
"358","114","121","114.121",0.00228882054216437,"M","M","MM",5400
"359","114","122","114.122",0.00257492310993491,"M","F","MF",5400
"360","114","123","114.123",0.00293255131964809,"M","F","MF",5400
"361","114","124","114.124",0.002360346184107,"M","F","MF",5400
"362","114","125","114.125",0.00293255131964809,"M","M","MM",5400
"363","114","126","114.126",0.00264644875187755,"M","M","MM",5400
"364","114","127","114.127",0.00228882054216437,"M","F","MF",5400
"365","114","129","114.129",0.00200271797439382,"M","M","MM",5400
"366","114","92","114.92",0.00185966669050855,"M","M","MM",5400
"367","114","93","114.93",0.00171661540662327,"M","M","MM",5400
"368","114","94","114.94",0.00257492310993491,"M","F","MF",5400
"369","114","95","114.95",0.00364780773907446,"M","F","MF",5400
"370","114","96","114.96",0.001573564122738,"M","F","MF",5400
"371","114","97","114.97",0.00307560260353337,"M","F","MF",5400
"372","114","uk2","114.uk2",0.00243187182604964,"M","U",NA,5400
"373","115","103","115.103",0.00241246208988144,"F","F","FF",5400
"374","115","104","115.104",0.00303280948442239,"F","M","MF",5400
"375","115","105","115.105",0.0025503170664461,"F","F","FF",5400
"376","115","106","115.106",0.00199889716018748,"F","M","MF",5400
"377","115","107","115.107",0.00303280948442239,"F","F","FF",5400
"378","115","108","115.108",0.00220567962503446,"F","M","MF",5400
"379","115","109","115.109",0.00227460711331679,"F","M","MF",5400
"380","115","110","115.110",0.00227460711331679,"F","M","MF",5400
"381","115","111","115.111",0.00248138957816377,"F","M","MF",5400
"382","115","112","115.112",0.0025503170664461,"F","F","FF",5400
"383","115","113","115.113",0.00317066446098704,"F","M","MF",5400
"384","115","114","115.114",0.00227460711331679,"F","M","MF",5400
"385","115","116","115.116",0.00199889716018748,"F","M","MF",5400
"386","115","118","115.118",0.00172318720705817,"F","M","MF",5400
"387","115","119","115.119",0.00282602701957541,"F","M","MF",5400
"388","115","120","115.120",0.0025503170664461,"F","M","MF",5400
"389","115","121","115.121",0.00172318720705817,"F","M","MF",5400
"390","115","122","115.122",0.00186104218362283,"F","F","FF",5400
"391","115","123","115.123",0.00275709953129308,"F","F","FF",5400
"392","115","124","115.124",0.00296388199614006,"F","F","FF",5400
"393","115","125","115.125",0.00289495450785773,"F","M","MF",5400
"394","115","126","115.126",0.00137854976564654,"F","M","MF",5400
"395","115","127","115.127",0.00124069478908189,"F","F","FF",5400
"396","115","129","115.129",0.00282602701957541,"F","M","MF",5400
"397","115","92","115.92",0.00268817204301075,"F","M","MF",5400
"398","115","93","115.93",0.00213675213675214,"F","M","MF",5400
"399","115","94","115.94",0.0025503170664461,"F","F","FF",5400
"400","115","95","115.95",0.00296388199614006,"F","F","FF",5400
"401","115","96","115.96",0.00234353460159912,"F","F","FF",5400
"402","115","97","115.97",0.00227460711331679,"F","F","FF",5400
"403","115","uk2","115.uk2",0.00227460711331679,"F","U",NA,5400
"404","116","103","116.103",0.00308783916956836,"M","F","MF",5400
"405","116","104","116.104",0.00335063399251035,"M","M","MM",5400
"406","116","105","116.105",0.00269364693515538,"M","F","MF",5400
"407","116","106","116.106",0.00190526246632941,"M","M","MM",5400
"408","116","107","116.107",0.00282504434662637,"M","F","MF",5400
"409","116","108","116.108",0.00243085211221339,"M","M","MM",5400
"410","116","109","116.109",0.00177386505485842,"M","M","MM",5400
"411","116","110","116.110",0.00249655081794889,"M","M","MM",5400
"412","116","111","116.111",0.00183956376059392,"M","M","MM",5400
"413","116","112","116.112",0.0022994547007424,"M","F","MF",5400
"414","116","113","116.113",0.00321923658103935,"M","M","MM",5400
"415","116","114","116.114",0.0021680572892714,"M","M","MM",5400
"416","116","115","116.115",0.00190526246632941,"M","F","MF",5400
"417","116","118","116.118",0.00269364693515538,"M","M","MM",5400
"418","116","119","116.119",0.0021023585835359,"M","M","MM",5400
"419","116","120","116.120",0.0022337559950069,"M","M","MM",5400
"420","116","121","116.121",0.0022337559950069,"M","M","MM",5400
"421","116","122","116.122",0.00170816634912292,"M","F","MF",5400
"422","116","123","116.123",0.00282504434662637,"M","F","MF",5400
"423","116","124","116.124",0.00243085211221339,"M","F","MF",5400
"424","116","125","116.125",0.00302214046383286,"M","M","MM",5400
"425","116","126","116.126",0.00190526246632941,"M","M","MM",5400
"426","116","127","116.127",0.00282504434662637,"M","F","MF",5400
"427","116","129","116.129",0.0022337559950069,"M","M","MM",5400
"428","116","92","116.92",0.00177386505485842,"M","M","MM",5400
"429","116","93","116.93",0.00315353787530386,"M","M","MM",5400
"430","116","94","116.94",0.00243085211221339,"M","F","MF",5400
"431","116","95","116.95",0.0022337559950069,"M","F","MF",5400
"432","116","96","116.96",0.00249655081794889,"M","F","MF",5400
"433","116","97","116.97",0.00177386505485842,"M","F","MF",5400
"434","116","uk2","116.uk2",0.00197096117206491,"M","U",NA,5400
"435","118","103","118.103",0.00233356211393274,"M","F","MF",5400
"436","118","104","118.104",0.00247083047357584,"M","M","MM",5400
"437","118","105","118.105",0.00205902539464653,"M","F","MF",5400
"438","118","106","118.106",0.00192175703500343,"M","M","MM",5400
"439","118","107","118.107",0.00253946465339739,"M","F","MF",5400
"440","118","108","118.108",0.00199039121482498,"M","M","MM",5400
"441","118","109","118.109",0.00199039121482498,"M","M","MM",5400
"442","118","110","118.110",0.00199039121482498,"M","M","MM",5400
"443","118","111","118.111",0.00315717227179135,"M","M","MM",5400
"444","118","112","118.112",0.00219629375428964,"M","F","MF",5400
"445","118","113","118.113",0.00260809883321894,"M","M","MM",5400
"446","118","114","118.114",0.00226492793411119,"M","M","MM",5400
"447","118","115","118.115",0.00185312285518188,"M","F","MF",5400
"448","118","116","118.116",0.00267673301304049,"M","M","MM",5400
